序号,名字,图标,封面,地址,描述,分类
1000284,激龟忍者传,,https://wgame80.com/wp-content/uploads/2021/07/111-62.jpg,https://game.wgame80.com/web_game/roms/fc/激龟忍者传.nes,激龟忍者传,fc
1000285,魂斗罗3,,https://wgame80.com/wp-content/uploads/2021/07/111-64.jpg,https://game.wgame80.com/web_game/roms/fc/魂斗罗3.nes,魂斗罗3,fc
1000286,魂斗罗2,,https://wgame80.com/wp-content/uploads/2021/07/111-63.jpg,https://game.wgame80.com/web_game/roms/fc/魂斗罗2.nes,魂斗罗2,fc
1000287,荒野大镖客,,https://wgame80.com/wp-content/uploads/2021/07/111-61.jpg,https://game.wgame80.com/web_game/roms/fc/荒野大镖客.nes,荒野大镖客,fc
1000288,恶魔城,,https://wgame80.com/wp-content/uploads/2021/07/111-60.jpg,https://game.wgame80.com/web_game/roms/fc/恶魔城.nes,恶魔城,fc
1000289,第一滴血3,,https://wgame80.com/wp-content/uploads/2021/07/111-59.jpg,https://game.wgame80.com/web_game/roms/fc/第一滴血3.nes,第一滴血3,fc
1000290,打气球,,https://wgame80.com/wp-content/uploads/2021/07/111-34.png,https://game.wgame80.com/web_game/roms/fc/打气球.nes,打气球,fc
1000291,赤影战士,,https://wgame80.com/wp-content/uploads/2021/07/111-33.png,https://game.wgame80.com/web_game/roms/fc/赤影战士.nes,赤影战士,fc
1000292,成龙,,https://wgame80.com/wp-content/uploads/2021/07/111-58.jpg,https://game.wgame80.com/web_game/roms/fc/成龙.nes,成龙,fc
1000293,超时空要塞,,https://wgame80.com/wp-content/uploads/2021/07/111-32.png,https://game.wgame80.com/web_game/roms/fc/超时空要塞.nes,超时空要塞,fc
1000294,超级马里奥3,,https://wgame80.com/wp-content/uploads/2021/07/111-134.jpeg,https://game.wgame80.com/web_game/roms/fc/超级马里奥3.nes,超级马里奥3,fc
1000295,超级马里奥2,,https://wgame80.com/wp-content/uploads/2021/07/111-31.png,https://game.wgame80.com/web_game/roms/fc/超级马里奥2.nes,超级马里奥2,fc
1000296,超级马里奥,,https://wgame80.com/wp-content/uploads/2021/07/111-57.jpg,https://game.wgame80.com/web_game/roms/fc/超级马里奥.nes,超级马里奥,fc
1000297,超级魂斗罗7,,https://wgame80.com/wp-content/uploads/2021/07/111-56.jpg,https://game.wgame80.com/web_game/roms/fc/超级魂斗罗7.nes,超级魂斗罗7,fc
1000298,彩虹岛,,https://wgame80.com/wp-content/uploads/2021/07/111-30.png,https://game.wgame80.com/web_game/roms/fc/彩虹岛.nes,彩虹岛,fc
1000299,爱的小屋,,https://wgame80.com/wp-content/uploads/2021/07/111-29.png,https://game.wgame80.com/web_game/roms/fc/爱的小屋.nes,爱的小屋,fc
1000300,魂斗罗,,https://wgame80.com/wp-content/uploads/2021/06/1111.jpeg,https://game.wgame80.com/web_game/roms/fc/魂斗罗.nes,魂斗罗,fc
1000301,冒险岛,,https://wgame80.com/wp-content/uploads/2021/06/1122-1.jpeg,https://game.wgame80.com/web_game/roms/fc/冒险岛.nes,冒险岛,fc
1000302,不可思议的幻想乡,,https://games.onlylovekeli.cn/ons/不可思议的幻想乡/cover.jpg,https://games.onlylovekeli.cn/ons/不可思议的幻想乡/config.json,不可思议的幻想乡,ons
1000303,触装天使セリカ,,https://games.onlylovekeli.cn/ons/触装天使セリカ/cover.jpg,https://games.onlylovekeli.cn/ons/触装天使セリカ/config.json,触装天使セリカ,ons
